A2BBX6,tau,tau_prob,tau_pred,t,t_pred,A,B1,B2,X,rA,rB1,rB2,rX,nA,nB1,nB2,nX,icsd_label
La2FeNiO6,1.6357489920447217,0.9890993704082444,1,0.9649516519529646,1,La,Fe,Ni,O,1.36,0.645,0.6,1.4,3,3,3,-2,1.0
La2CoGaO6,1.6357956085444192,0.9890986308388632,1,0.9685432834118468,1,La,Co,Ga,O,1.36,0.61,0.62,1.4,3,3,3,-2,1.0
La2MgMnO6,1.6362675149724701,0.9890911411147292,1,0.9637603536172202,1,La,Mg,Mn,O,1.36,0.72,0.53,1.4,3,2,4,-2,1.0
La2GeMgO6,1.6362675149724701,0.9890911411147292,1,0.9637603536172202,1,La,Ge,Mg,O,1.36,0.53,0.72,1.4,3,4,2,-2,1.0
La2CoFeO6,1.6370525156437843,0.9890786703334524,1,0.9625719931318722,1,La,Co,Fe,O,1.36,0.61,0.645,1.4,3,3,3,-2,1.0
La2MnNiO6,1.637165915680015,0.9890768675959012,1,0.9709525950621252,1,La,Mn,Ni,O,1.36,0.53,0.69,1.4,3,4,2,-2,1.0
La2GaNiO6,1.637165915680015,0.9890768675959012,1,0.9709525950621252,1,La,Ga,Ni,O,1.36,0.62,0.6,1.4,3,3,3,-2,1.0
La2CrFeO6,1.6381037264922655,0.9890619471913521,1,0.9613865596427936,1,La,Cr,Fe,O,1.36,0.615,0.645,1.4,3,3,3,-2,1.0
La2CrMnO6,1.6381037264922655,0.9890619471913521,1,0.9613865596427936,1,La,Cr,Mn,O,1.36,0.615,0.645,1.4,3,3,3,-2,1.0
La2FeGaO6,1.6394209225715368,0.9890409549830708,1,0.96020404234926,1,La,Fe,Ga,O,1.36,0.645,0.62,1.4,3,3,3,-2,1.0
La2GaMnO6,1.6394209225715368,0.9890409549830708,1,0.96020404234926,1,La,Ga,Mn,O,1.36,0.62,0.645,1.4,3,3,3,-2,1.0
La2CoNiO6,1.6396122245413929,0.9890379027080454,1,0.9733739232293621,1,La,Co,Ni,O,1.36,0.61,0.6,1.4,3,3,3,-2,1.0
La2GeNiO6,1.6396122245413929,0.9890379027080454,1,0.9733739232293621,1,La,Ge,Ni,O,1.36,0.73,0.48,1.4,3,2,4,-2,1.0
La2NiVO6,1.6410039213951162,0.9890156711396212,1,0.9590244305036222,1,La,Ni,V,O,1.36,0.69,0.58,1.4,3,2,4,-2,1.0
La2MnZnO6,1.6410039213951162,0.9890156711396212,1,0.9590244305036222,1,La,Mn,Zn,O,1.36,0.53,0.74,1.4,3,4,2,-2,1.0
La2CoMnO6,1.6428525827937266,0.9889860671816652,1,0.9578477134109796,1,La,Co,Mn,O,1.36,0.745,0.53,1.4,3,2,4,-2,1.0
La2MnVO6,1.6473465434899541,0.9889137550639808,1,0.9555029209668888,1,La,Mn,V,O,1.36,0.645,0.64,1.4,3,3,3,-2,1.0
La2NiRhO6,1.6499917729925675,0.988870959754716,1,0.9543348244864894,1,La,Ni,Rh,O,1.36,0.69,0.6,1.4,3,2,4,-2,1.0
La2CoCrO6,1.6529025253149907,0.9888236698275076,1,0.9531695805005476,1,La,Co,Cr,O,1.36,0.745,0.55,1.4,3,2,4,-2,1.0
La2NiTiO6,1.6529025253149907,0.9888236698275076,1,0.9531695805005476,1,La,Ni,Ti,O,1.36,0.69,0.605,1.4,3,2,4,-2,1.0
La2GaRuO6,1.6560788703356533,0.9887718259982958,1,0.9520071785731078,1,La,Ga,Ru,O,1.36,0.62,0.68,1.4,3,3,3,-2,1.0
La2LiVO6,1.6560788703356533,0.9887718259982958,1,0.9520071785731078,1,La,Li,V,O,1.36,0.76,0.54,1.4,3,1,5,-2,1.0
La2NiRuO6,1.6632288270658186,0.98865420670286,1,0.9496908594038302,1,La,Ni,Ru,O,1.36,0.69,0.62,1.4,3,2,4,-2,1.0
La2FeMnO6,1.6632288270658186,0.98865420670286,1,0.9496908594038302,1,La,Fe,Mn,O,1.36,0.78,0.53,1.4,3,2,4,-2,1.0
La2IrNiO6,1.667202787558395,0.9885882793685252,1,0.948536921543072,1,La,Ir,Ni,O,1.36,0.625,0.69,1.4,3,4,2,-2,1.0
La2MnTiO6,1.667202787558395,0.9885882793685252,1,0.948536921543072,1,La,Mn,Ti,O,1.36,0.645,0.67,1.4,3,3,3,-2,1.0
La2CuRhO6,1.6714430383181949,0.9885174940153424,1,0.9473857845023644,1,La,Cu,Rh,O,1.36,0.77,0.55,1.4,3,1,5,-2,1.0
La2MgRhO6,1.6714430383181949,0.9885174940153424,1,0.9473857845023648,1,La,Mg,Rh,O,1.36,0.72,0.6,1.4,3,2,4,-2,1.0
La2LiRuO6,1.6759498582583277,0.9884417569158728,1,0.9462374380969072,1,La,Li,Ru,O,1.36,0.76,0.565,1.4,3,1,5,-2,1.0
La2MgTiO6,1.6759498582583277,0.9884417569158728,1,0.9462374380969072,1,La,Mg,Ti,O,1.36,0.72,0.605,1.4,3,2,4,-2,1.0
La2CoVO6,1.6759498582583277,0.9884417569158728,1,0.9462374380969072,1,La,Co,V,O,1.36,0.745,0.58,1.4,3,2,4,-2,1.0
La2IrLiO6,1.6807235681614277,0.9883609668126528,1,0.9450918721912208,1,La,Ir,Li,O,1.36,0.57,0.76,1.4,3,5,1,-2,1.0
La2CuTiO6,1.6857645307393554,0.9882750146555752,1,0.9439490766988494,1,La,Cu,Ti,O,1.36,0.73,0.605,1.4,3,2,4,-2,1.0
La2CuRuO6,1.6857645307393554,0.9882750146555752,1,0.9439490766988494,1,La,Cu,Ru,O,1.36,0.77,0.565,1.4,3,1,5,-2,1.0
La2CuIrO6,1.6910731507096362,0.9881837833163392,1,0.9428090415820632,1,La,Cu,Ir,O,1.36,0.77,0.57,1.4,3,1,5,-2,1.0
La2MgRuO6,1.6910731507096362,0.9881837833163392,1,0.9428090415820632,1,La,Mg,Ru,O,1.36,0.72,0.62,1.4,3,2,4,-2,1.0
La2RhZnO6,1.6910731507096362,0.9881837833163392,1,0.9428090415820632,1,La,Rh,Zn,O,1.36,0.6,0.74,1.4,3,4,2,-2,1.0
La2LiReO6,1.6910731507096362,0.9881837833163392,1,0.9428090415820632,1,La,Li,Re,O,1.36,0.76,0.58,1.4,3,1,5,-2,1.0
La2CoRhO6,1.6966498748885446,0.9880871472787716,1,0.9416717568515662,1,La,Co,Rh,O,1.36,0.745,0.6,1.4,3,2,4,-2,1.0
La2TiZnO6,1.6966498748885446,0.9880871472787716,1,0.9416717568515662,1,La,Ti,Zn,O,1.36,0.605,0.74,1.4,3,4,2,-2,1.0
La2IrMgO6,1.6966498748885446,0.9880871472787716,1,0.9416717568515662,1,La,Ir,Mg,O,1.36,0.625,0.72,1.4,3,4,2,-2,1.0
La2CoTiO6,1.7024951923009637,0.9879849723037228,1,0.9405372125662028,1,La,Co,Ti,O,1.36,0.745,0.605,1.4,3,2,4,-2,1.0
La2RuZnO6,1.7149937747455457,0.9877634227696028,1,0.9382763058052264,1,La,Ru,Zn,O,1.36,0.62,0.74,1.4,3,4,2,-2,1.0
La2LiSbO6,1.7149937747455457,0.9877634227696028,1,0.9382763058052264,1,La,Li,Sb,O,1.36,0.76,0.6,1.4,3,1,5,-2,1.0
La2FeVO6,1.7149937747455457,0.9877634227696028,1,0.9382763058052264,1,La,Fe,V,O,1.36,0.78,0.58,1.4,3,2,4,-2,1.0
La2IrZnO6,1.721648230094635,0.987643732716124,1,0.9371499236854122,1,La,Ir,Zn,O,1.36,0.625,0.74,1.4,3,4,2,-2,1.0
La2CoRuO6,1.721648230094635,0.987643732716124,1,0.9371499236854122,1,La,Co,Ru,O,1.36,0.745,0.62,1.4,3,2,4,-2,1.0
La2CoIrO6,1.7285736596489891,0.987517871863559,1,0.9360262427217608,1,La,Co,Ir,O,1.36,0.745,0.625,1.4,3,2,4,-2,1.0
La2LiMoO6,1.7285736596489891,0.987517871863559,1,0.9360262427217608,1,La,Li,Mo,O,1.36,0.76,0.61,1.4,3,1,5,-2,1.0
La2CuMnO6,1.7394278193255772,0.987317915095605,1,1.0008280595255747,1,La,Cu,Mn,O,1.36,0.77,0.33,1.4,3,1,5,-2,1.0
La2FeRhO6,1.7432402938205342,0.9872468908946056,1,0.933786945490369,1,La,Fe,Rh,O,1.36,0.78,0.6,1.4,3,2,4,-2,1.0
La2FeTiO6,1.7509830329482927,0.9871013683923372,1,0.9326713099521488,1,La,Fe,Ti,O,1.36,0.78,0.605,1.4,3,2,4,-2,1.0
La2MnScO6,1.7589998157784503,0.9869488691565756,1,0.9315583370285782,1,La,Mn,Sc,O,1.36,0.645,0.745,1.4,3,3,3,-2,1.0
La2CrRhO6,1.775859063368454,0.9866219952830616,1,0.929340340988034,1,La,Cr,Rh,O,1.36,0.8,0.6,1.4,3,2,4,-2,1.0
La2LiNbO6,1.775859063368454,0.9866219952830616,1,0.929340340988034,1,La,Li,Nb,O,1.36,0.76,0.64,1.4,3,1,5,-2,1.0
La2FeRuO6,1.775859063368454,0.9866219952830616,1,0.929340340988034,1,La,Fe,Ru,O,1.36,0.78,0.62,1.4,3,2,4,-2,1.0
La2FeIrO6,1.7847034144545129,0.9864471126586242,1,0.9282352989654558,1,La,Fe,Ir,O,1.36,0.78,0.625,1.4,3,2,4,-2,1.0
La2MgSnO6,1.7938255825142786,0.986264235788756,1,0.927132881745782,1,La,Mg,Sn,O,1.36,0.72,0.69,1.4,3,2,4,-2,1.0
La2NiZrO6,1.7938255825142786,0.986264235788756,1,0.927132881745782,1,La,Ni,Zr,O,1.36,0.69,0.72,1.4,3,2,4,-2,1.0
La2CuSnO6,1.8129076371230068,0.9858733103931376,1,0.9249358843956734,1,La,Cu,Sn,O,1.36,0.73,0.69,1.4,3,2,4,-2,1.0
La2HfMgO6,1.8331142201713035,0.9854466636507894,1,0.9227492747398918,1,La,Hf,Mg,O,1.36,0.71,0.72,1.4,3,4,2,-2,1.0
La2MnRhO6,1.8331142201713035,0.9854466636507894,1,0.9227492747398918,1,La,Mn,Rh,O,1.36,0.83,0.6,1.4,3,2,4,-2,1.0
La2MgZrO6,1.8544550660023216,0.9849814323280818,1,0.9205729792805992,1,La,Mg,Zr,O,1.36,0.72,0.72,1.4,3,2,4,-2,1.0
La2CuZrO6,1.8769406638668704,0.9844744078658986,1,0.918406925211704,1,La,Cu,Zr,O,1.36,0.73,0.72,1.4,3,2,4,-2,1.0
La2MnRuO6,1.8769406638668704,0.9844744078658986,1,0.918406925211704,1,La,Mn,Ru,O,1.36,0.83,0.62,1.4,3,2,4,-2,1.0
La2HfZnO6,1.8769406638668704,0.9844744078658986,1,0.918406925211704,1,La,Hf,Zn,O,1.36,0.71,0.74,1.4,3,4,2,-2,1.0
La2IrMnO6,1.8886162327435423,0.98420411560023,1,0.9173277161338994,1,La,Ir,Mn,O,1.36,0.625,0.83,1.4,3,4,2,-2,1.0
Nd2MgTiO6,1.9505937409298824,0.982684648693022,1,0.9153818694633123,1,Nd,Mg,Ti,O,1.27,0.72,0.605,1.4,3,2,4,-2,1.0
Nd2IrLiO6,1.9606803301124285,0.9824232533166556,1,0.9142736589675942,1,Nd,Ir,Li,O,1.27,0.57,0.76,1.4,3,5,1,-2,1.0
Nd2CuTiO6,1.9710943945042576,0.98214903928702,1,0.9131681285456259,1,Nd,Cu,Ti,O,1.27,0.73,0.605,1.4,3,2,4,-2,1.0
Nd2CuIrO6,1.981837406267415,0.9818614727077398,1,0.912065268486996,1,Nd,Cu,Ir,O,1.27,0.77,0.57,1.4,3,1,5,-2,1.0
Nd2IrMgO6,1.99291090020726,0.981559985677848,1,0.9109650691281456,1,Nd,Ir,Mg,O,1.27,0.625,0.72,1.4,3,4,2,-2,1.0
Bi2CuMnO6,1.9999771523666503,0.9813648649641502,1,0.9319304757176547,1,Bi,Cu,Mn,O,1.17,0.77,0.33,1.4,3,1,5,-2,1.0
Sm2IrLiO6,2.083224884313637,0.9788965184844872,1,0.9040009212263852,1,Sm,Ir,Li,O,1.24,0.57,0.76,1.4,3,5,1,-2,1.0
Sm2CuTiO6,2.095906184604816,0.9784914756231754,1,0.9029078124945517,1,Sm,Cu,Ti,O,1.24,0.73,0.605,1.4,3,2,4,-2,1.0
Sm2IrMgO6,2.122344979676539,0.9776206349082064,1,0.900729506553672,1,Sm,Ir,Mg,O,1.24,0.625,0.72,1.4,3,4,2,-2,1.0
Ho2CuMnO6,2.1357043688310853,0.9771666463793944,1,0.9137995326103074,1,Ho,Cu,Mn,O,1.12,0.77,0.33,1.4,3,1,5,-2,1.0
Nd2MgSnO6,2.167756804553605,0.97603766934868,1,0.8969002877758108,1,Nd,Mg,Sn,O,1.27,0.72,0.69,1.4,3,2,4,-2,1.0
Gd2CuMnO6,2.177709714971124,0.9756753308732056,1,0.9090854874023968,1,Gd,Cu,Mn,O,1.107,0.77,0.33,1.4,3,1,5,-2,1.0
Nd2CuSnO6,2.1999146557224742,0.9748461314771548,1,0.8947749316436406,1,Nd,Cu,Sn,O,1.27,0.73,0.69,1.4,3,2,4,-2,1.0
Tb2CuMnO6,2.2192886723059644,0.9740984806610036,1,0.9047340610566338,1,Tb,Cu,Mn,O,1.095,0.77,0.33,1.4,3,1,5,-2,1.0
Y2CuMnO6,2.295091672938552,0.9709422015953221,1,0.8974816838136948,1,Y,Cu,Mn,O,1.075,0.77,0.33,1.4,3,1,5,-2,1.0
La2NaRuO6,2.29954748639463,0.9707445747283564,1,0.8901321396008534,1,La,Na,Ru,O,1.36,1.02,0.565,1.4,3,1,5,-2,1.0
La2IrNaO6,2.319761902040293,0.9698301910521336,1,0.8891183216742009,1,La,Ir,Na,O,1.36,0.57,1.02,1.4,3,5,1,-2,1.0
Er2CuMnO6,2.3491128713946026,0.9684489521958852,1,0.8927676386057845,1,Er,Cu,Mn,O,1.062,0.77,0.33,1.4,3,1,5,-2,1.0
Ho2MnNiO6,2.3602070966130206,0.9679097795566124,1,0.8865219346219403,1,Ho,Mn,Ni,O,1.12,0.53,0.69,1.4,3,4,2,-2,1.0
Sm2CuSnO6,2.3682096683655525,0.9675148830986045,1,0.8847212807262963,1,Sm,Cu,Sn,O,1.24,0.73,0.69,1.4,3,2,4,-2,1.0
Pr2LiRuO6,2.375621648658329,0.967144596253995,1,0.8841834611782331,1,Pr,Li,Ru,O,1.179,0.76,0.565,1.4,3,1,5,-2,1.0
La2CaTiO6,2.382527155294204,0.9667956396939594,1,0.8860906769919961,1,La,Ca,Ti,O,1.36,1.0,0.605,1.4,3,2,4,-2,1.0
Pr2IrLiO6,2.3935502761147287,0.9662305556603862,1,0.8831130211525937,1,Pr,Ir,Li,O,1.179,0.57,0.76,1.4,3,5,1,-2,1.0
Gd2MnNiO6,2.4305170180110256,0.9642609987971772,1,0.8819486071814301,1,Gd,Mn,Ni,O,1.107,0.53,0.69,1.4,3,4,2,-2,1.0
Pr2IrMgO6,2.449960671775365,0.963177239260446,1,0.8799171959855758,1,Pr,Ir,Mg,O,1.179,0.625,0.72,1.4,3,4,2,-2,1.0
La2NiSnO6,2.494408403819817,0.9605688871759454,1,0.8810901652708222,1,La,Ni,Sn,O,1.36,0.48,1.15,1.4,3,4,2,-2,1.0
Pr2CoRuO6,2.531440690917483,0.9582486317068644,1,0.8756919033277819,1,Pr,Co,Ru,O,1.179,0.745,0.62,1.4,3,2,4,-2,1.0
Ho2CoMnO6,2.5488922306827684,0.9571062779182028,1,0.8745566078969816,1,Ho,Co,Mn,O,1.12,0.745,0.53,1.4,3,2,4,-2,1.0
Y2MnNiO6,2.625697534416448,0.9516781557838944,1,0.8706911857894055,1,Y,Mn,Ni,O,1.075,0.53,0.69,1.4,3,4,2,-2,1.0
Gd2CoMnO6,2.6359041375161985,0.9509047880797818,1,0.8700450063483066,1,Gd,Co,Mn,O,1.107,0.745,0.53,1.4,3,2,4,-2,1.0
Bi2FeRhO6,2.6621426209273213,0.9488570932778244,1,0.8695045108370465,1,Bi,Fe,Rh,O,1.17,0.78,0.6,1.4,3,2,4,-2,1.0
Ho2NiRuO6,2.6998673438142697,0.945756466958621,1,0.8671090455426277,1,Ho,Ni,Ru,O,1.12,0.69,0.62,1.4,3,2,4,-2,1.0
Er2MnNiO6,2.715135200510728,0.9444468062680847,1,0.8661178583488955,1,Er,Mn,Ni,O,1.062,0.53,0.69,1.4,3,4,2,-2,1.0
Eu2IrLiO6,2.7976886257682345,0.9367770227082124,1,0.8629099702615496,1,Eu,Ir,Li,O,1.12,0.57,0.76,1.4,3,5,1,-2,1.0
Gd2NiRuO6,2.799148367826847,0.9366319800851988,1,0.862635863958479,1,Gd,Ni,Ru,O,1.107,0.69,0.62,1.4,3,2,4,-2,1.0
Y2CrMnO6,2.8020649828515074,0.9363411533236145,1,0.8621129475057661,1,Y,Cr,Mn,O,1.075,0.615,0.645,1.4,3,3,3,-2,1.0
Eu2CuTiO6,2.8235122526692926,0.934159959098798,1,0.8618665482902539,1,Eu,Cu,Ti,O,1.12,0.73,0.605,1.4,3,2,4,-2,1.0
Gd2MnTiO6,2.824667142690344,0.9340403492632188,1,0.8615877037349571,1,Gd,Mn,Ti,O,1.107,0.645,0.67,1.4,3,3,3,-2,1.0
Pr2MnRhO6,2.848991488957364,0.9314686249216824,1,0.8622356447660076,1,Pr,Mn,Rh,O,1.179,0.83,0.6,1.4,3,2,4,-2,1.0
Eu2IrMgO6,2.876844729042741,0.9283972109511714,1,0.8597872562557779,1,Eu,Ir,Mg,O,1.12,0.625,0.72,1.4,3,4,2,-2,1.0
Gd2LiRuO6,2.8774142068178215,0.9283329648603041,1,0.8594990062713573,1,Gd,Li,Ru,O,1.107,0.76,0.565,1.4,3,1,5,-2,1.0
Y2CoMnO6,2.877635929379017,0.928307935113601,1,0.8589395256131068,1,Y,Co,Mn,O,1.075,0.745,0.53,1.4,3,2,4,-2,1.0
Gd2CuTiO6,2.93248492329689,0.9218337020819626,1,0.8574204113347882,1,Gd,Cu,Ti,O,1.107,0.73,0.605,1.4,3,2,4,-2,1.0
Lu2MnNiO6,2.9479123354393355,0.9199075845116088,1,0.8555640257938725,1,Lu,Mn,Ni,O,1.032,0.53,0.69,1.4,3,4,2,-2,1.0
La2CaZrO6,2.9794397800043013,0.9158203098046548,1,0.8635463345464031,1,La,Ca,Zr,O,1.36,1.0,0.72,1.4,3,2,4,-2,1.0
Tb2LiRuO6,2.981064820238576,0.9156040044420662,1,0.8553849304535448,1,Tb,Li,Ru,O,1.095,0.76,0.565,1.4,3,1,5,-2,1.0
Gd2IrMgO6,2.9899352233413428,0.9144133483800742,1,0.8553518458068392,1,Gd,Ir,Mg,O,1.107,0.625,0.72,1.4,3,4,2,-2,1.0
Gd2TiZnO6,2.9899352233413428,0.9144133483800742,1,0.8553518458068392,1,Gd,Ti,Zn,O,1.107,0.605,0.74,1.4,3,4,2,-2,1.0
Nd2IrNaO6,2.9918885283723906,0.9141488897137552,1,0.8601253329239553,1,Nd,Ir,Na,O,1.27,0.57,1.02,1.4,3,5,1,-2,1.0
Y2NiRuO6,3.0753529020769506,0.90204675021125,1,0.851624955443652,1,Y,Ni,Ru,O,1.075,0.69,0.62,1.4,3,2,4,-2,1.0
Gd2CoRuO6,3.1122150161394413,0.8961729550512172,1,0.8512445140142494,1,Gd,Co,Ru,O,1.107,0.745,0.62,1.4,3,2,4,-2,1.0
Er2NiRuO6,3.2023418164519626,0.8803093230402587,1,0.8471517738595036,1,Er,Ni,Ru,O,1.062,0.69,0.62,1.4,3,2,4,-2,1.0
Bi2CdGeO6,3.2458576148482647,0.8718284223489303,1,0.8491889848829101,1,Bi,Cd,Ge,O,1.17,0.95,0.53,1.4,3,2,4,-2,-1.0
Lu2CoMnO6,3.2780255463191734,0.8651915081332651,1,0.8440165358751822,1,Lu,Co,Mn,O,1.032,0.745,0.53,1.4,3,2,4,-2,1.0
Sm2IrNaO6,3.287411066634588,0.8631942587751439,1,0.8504610033405401,1,Sm,Ir,Na,O,1.24,0.57,1.02,1.4,3,5,1,-2,1.0
Cs2ErNaF6,3.2991232967783573,0.8606625914056711,1,0.9933535088003576,1,Cs,Er,Na,F,1.88,0.89,1.02,1.33,1,3,1,-1,1.0
Cs2NaYF6,3.2991965836631243,0.8606466116348679,1,0.9911846146763394,1,Cs,Na,Y,F,1.88,1.02,0.9,1.33,1,1,3,-1,1.0
Cs2HoNaF6,3.2992165796961626,0.8606422513183034,1,0.9909682460636621,1,Cs,Ho,Na,F,1.88,0.9009999999999999,1.02,1.33,1,3,1,-1,1.0
Cs2NaTmF6,3.2992801592625494,0.8606283863616384,1,0.9955319156179022,1,Cs,Na,Tm,F,1.88,1.02,0.88,1.33,1,1,3,-1,1.0
Cs2DyNaF6,3.2995886887940977,0.8605610860734242,1,0.98859441097945,1,Cs,Dy,Na,F,1.88,0.912,1.02,1.33,1,3,1,-1,1.0
Cs2NaYbF6,3.2997719468044515,0.8605210970582954,1,0.9981586489044932,1,Cs,Na,Yb,F,1.88,1.02,0.868,1.33,1,1,3,-1,1.0
Cs2LuNaF6,3.3002116853728447,0.8604250969162933,1,0.9996973211225796,1,Cs,Lu,Na,F,1.88,0.861,1.02,1.33,1,3,1,-1,1.0
Cs2EuNaF6,3.3026336345779472,0.8598952396621704,1,0.9811163897163678,1,Cs,Eu,Na,F,1.88,0.9470000000000001,1.02,1.33,1,3,1,-1,1.0
Cs2NaSmF6,3.30417800186148,0.8595563849491824,1,0.9787894642556348,1,Cs,Na,Sm,F,1.88,1.02,0.958,1.33,1,1,3,-1,1.0
Cs2AgLuF6,3.3105100210981555,0.8581589765186569,1,0.9718744455614716,1,Cs,Ag,Lu,F,1.88,1.15,0.861,1.33,1,1,3,-1,1.0
Cs2AgYbF6,3.312182867345222,0.8577876209557047,1,0.9704201657156124,1,Cs,Ag,Yb,F,1.88,1.15,0.868,1.33,1,1,3,-1,1.0
Cs2CeNaF6,3.3153210435206497,0.8570885131952188,1,0.9679372143321182,1,Cs,Ce,Na,F,1.88,1.01,1.02,1.33,1,3,1,-1,1.0
Cs2AgTmF6,3.3153210435206497,0.8570885131952188,1,0.9679372143321184,1,Cs,Ag,Tm,F,1.88,1.15,0.88,1.33,1,1,3,-1,1.0
Cs2AgHoF6,3.3216401702648617,0.8556709814033029,1,0.9636224867793748,1,Cs,Ag,Ho,F,1.88,1.15,0.9009999999999999,1.33,1,1,3,-1,1.0
Cs2NaScF6,3.3239550903184143,0.8551484029642088,1,1.0259040757553974,1,Cs,Na,Sc,F,1.88,1.02,0.745,1.33,1,1,3,-1,1.0
Cs2CoNaF6,3.391702022962244,0.8390550111117802,1,1.058187770447001,1,Cs,Co,Na,F,1.88,0.61,1.02,1.33,1,3,1,-1,-1.0
Cs2NaNiF6,3.398516257489134,0.8373486149341142,1,1.060660171779821,-1,Cs,Na,Ni,F,1.88,1.02,0.6,1.33,1,1,3,-1,-1.0
Tb2MnScO6,3.411752355674377,0.8339871274791767,1,0.8421152358283706,1,Tb,Mn,Sc,O,1.095,0.645,0.745,1.4,3,3,3,-2,1.0
Rb2NaScF6,3.4277292451612418,0.829846219639515,1,0.9747686701102686,1,Rb,Na,Sc,F,1.72,1.02,0.745,1.33,1,1,3,-1,1.0
Rb2AgAlF6,3.4391171896667467,0.8268384503489551,1,0.9927160794563724,1,Rb,Ag,Al,F,1.72,1.15,0.535,1.33,1,1,3,-1,1.0
Rb2FeNaF6,3.444805568663098,0.8253183762478873,1,0.9973066740434542,1,Rb,Fe,Na,F,1.72,0.645,1.02,1.33,1,3,1,-1,1.0
Rb2NaYbF6,3.4458573208745498,0.8250360275829328,1,0.9484061928843314,1,Rb,Na,Yb,F,1.72,1.02,0.868,1.33,1,1,3,-1,1.0
Rb2NaVF6,3.446406280502426,0.8248884955950829,1,0.9984609641754488,1,Rb,Na,V,F,1.72,1.02,0.64,1.33,1,1,3,-1,1.0
Rb2NaTmF6,3.4499876703283547,0.8239232937174742,1,0.9459103871135832,1,Rb,Na,Tm,F,1.72,1.02,0.88,1.33,1,1,3,-1,1.0
Rb2GaNaF6,3.4535266987385063,0.8229648851732726,1,1.0031049686599858,1,Rb,Ga,Na,F,1.72,0.62,1.02,1.33,1,3,1,-1,1.0
Rb2ErNaF6,3.4537584868707603,0.8229019537343033,1,0.9438405613212121,1,Rb,Er,Na,F,1.72,0.89,1.02,1.33,1,3,1,-1,1.0
Rb2CrNaF6,3.4554868034124926,0.8224320853466547,1,1.0042727276456205,1,Rb,Cr,Na,F,1.72,0.615,1.02,1.33,1,3,1,-1,1.0
Rb2NaYF6,3.457830418912021,0.8217931814474504,1,0.941779774069419,1,Rb,Na,Y,F,1.72,1.02,0.9,1.33,1,1,3,-1,1.0
Rb2HoNaF6,3.4582542553909814,0.8216774212056835,1,0.9415741901850992,1,Rb,Ho,Na,F,1.72,0.9009999999999999,1.02,1.33,1,3,1,-1,1.0
Rb2DyNaF6,3.4631172579600857,0.820344467913689,1,0.9393186770988544,1,Rb,Dy,Na,F,1.72,0.912,1.02,1.33,1,3,1,-1,1.0
Rb2AgInF6,3.4718751690624434,0.8179218279238705,1,0.9356510553661472,1,Rb,Ag,In,F,1.72,1.15,0.8,1.33,1,1,3,-1,1.0
Tl2NaTmF6,3.4751115819703573,0.8170193490326608,1,0.9397076960505434,1,Tl,Na,Tm,F,1.7,1.02,0.88,1.33,1,1,3,-1,1.0
Rb2EuNaF6,3.481070290111497,0.8153475377041497,1,0.9322133920981064,1,Rb,Eu,Na,F,1.72,0.9470000000000001,1.02,1.33,1,3,1,-1,1.0
Ba2EuIrO6,3.4861383739638314,0.8139151571404745,1,0.9860511518978492,1,Ba,Eu,Ir,O,1.61,0.9470000000000001,0.57,1.4,2,3,5,-2,1.0
Ba2BiCrO6,3.4861783202829155,0.8139038289798167,1,0.9853663941534758,1,Ba,Bi,Cr,O,1.61,1.03,0.49,1.4,2,3,5,-2,1.0
Ba2TaTmO6,3.4861783202829155,0.8139038289798167,1,0.9853663941534758,1,Ba,Ta,Tm,O,1.61,0.64,0.88,1.4,2,5,3,-2,1.0
Ba2BiSbO6,3.4861783202829155,0.8139038289798167,1,0.9853663941534758,1,Ba,Bi,Sb,O,1.61,0.76,0.76,1.4,2,5,3,-2,1.0
Ba2NbTmO6,3.4861783202829155,0.8139038289798167,1,0.9853663941534758,1,Ba,Nb,Tm,O,1.61,0.64,0.88,1.4,2,5,3,-2,1.0
Ba2EuRuO6,3.486179607698841,0.8139034638785404,1,0.9871945321760242,1,Ba,Eu,Ru,O,1.61,0.9470000000000001,0.565,1.4,2,3,5,-2,1.0
Ba2DySbO6,3.486179607698841,0.8139034638785404,1,0.9871945321760242,1,Ba,Dy,Sb,O,1.61,0.912,0.6,1.4,2,3,5,-2,1.0
Ba2CdTeO6,3.486233853620674,0.8138880795865182,1,0.9876526270865466,1,Ba,Cd,Te,O,1.61,0.95,0.56,1.4,2,2,6,-2,1.0
Ba2MoYO6,3.486233853620674,0.8138880795865182,1,0.9876526270865466,1,Ba,Mo,Y,O,1.61,0.61,0.9,1.4,2,5,3,-2,1.0
Ba2FeUO6,3.486233853620674,0.8138880795865182,1,0.9876526270865466,1,Ba,Fe,U,O,1.61,0.78,0.73,1.4,2,2,6,-2,1.0
Ba2RuSmO6,3.4862667578492346,0.8138787473194214,1,0.9846825868015304,1,Ba,Ru,Sm,O,1.61,0.565,0.958,1.4,2,5,3,-2,1.0
Ba2TaYbO6,3.4863096828104436,0.8138665723709315,1,0.988111147340533,1,Ba,Ta,Yb,O,1.61,0.64,0.868,1.4,2,5,3,-2,1.0
Ba2NbYbO6,3.4863096828104436,0.8138665723709315,1,0.988111147340533,1,Ba,Nb,Yb,O,1.61,0.64,0.868,1.4,2,5,3,-2,1.0
Ba2TaTlO6,3.4863526473065685,0.8138543855169911,1,0.9842272422527204,1,Ba,Ta,Tl,O,1.61,0.64,0.885,1.4,2,5,3,-2,1.0
